state_name,year,population_total,state_fips,state,state_icpsr,female_pop,male_pop,black_pop,pct_hispanic,pct_white,white_pop,hispanic_pop,pct_female,pct_male,pct_black,pctblack,incomepcap,hs_educ,hs_pct,college_educ,college_pct,pollib_median,state_no,std_bowen1,std_bowen2,unified,party_control,init,initiatives,initiaitves,std_init_use,evangelical_pop
NEW JERSEY,1998,8115000,34,NJ,12,4200000,3900000,1217158,,,,,0.517560073937153,0.480591497227357,,,,,,,,,30,0.47663185,1.2759759,,,1,0,0,-0.290064643871566,2.5999999
NEW MEXICO,1998,1737000,35,NM,66,882382,854549,41649,,,,,0.507991940126655,0.49196833621186,,,,,,,,,31,-1.4142311,0.42767704,,,1,0,0,-0.290064643871566,15.4
NEW YORK,1998,18175000,36,NY,13,9400000,8700000,3378440,,,,,0.517193947730399,0.478679504814305,,,,,,,,,32,4.4641657,0.43056002,,,1,0,0,-0.290064643871566,3.2
NORTH CAROLINA,1998,7546000,37,NC,47,3900000,3700000,1733013,,,,,0.516830108666843,0.490326000530082,,,,,,,,,33,0.34056008,-1.0573274,,,1,0,0,-0.290064643871566,26.1
NORTH DAKOTA,1998,638000,38,ND,36,320588,317656,3720,,,,,0.502489028213166,0.4978934169279,,,,,,,,,34,-1.3205078,0.2179524,,,2,1,1,0.339392154505543,11.2
OHIO,1998,11209000,39,OH,24,5800000,5400000,1333730,,,,,0.517441341778928,0.481755732001071,,,,,,,,,35,2.0202725,-1.4332715,,,2,1,1,0.339392154505543,10.3
OKLAHOMA,1998,3347000,40,OK,53,1700000,1600000,271627,,,,,0.507917538093815,0.478040035853003,,,,,,,,,36,0.24995659,-0.13197005,,,2,1,1,0.339392154505543,42.200001
OREGON,1998,3282000,41,OR,72,1700000,1600000,64508,,,,,0.517976843388178,0.48750761730652,,,,,,,,,37,-0.42235053,0.15969668,,,2,9,9,5.37504654152242,14.5
PENNSYLVANIA,1998,12001000,42,PA,14,6200000,5800000,1262645,,,,,0.516623614698775,0.483293058911757,,,,,,,,,38,1.6521163,1.3494298,,,1,0,0,-0.290064643871566,6.0999999
RHODE ISLAND,1998,988000,44,RI,5,513359,475121,59143,,,,,0.519594129554656,0.480891700404858,,,,,,,,,39,-0.70132142,-0.69021493,,,1,0,0,-0.290064643871566,1.8
SOUTH CAROLINA,1998,3836000,45,SC,48,2e+06,1800000,1181039,,,,,0.521376433785193,0.469238790406674,,,,,,,,,40,-0.53109759,-0.094550043,,,1,0,0,-0.290064643871566,29.9
SOUTH DAKOTA,1998,738000,46,SD,37,375037,363134,4528,,,,,0.508180216802168,0.492051490514905,,,,,,,,,41,-1.4242435,0.14789648,,,2,2,2,0.968848952882653,15.2
TENNESSEE,1998,5431000,47,TN,54,2800000,2600000,924468,,,,,0.515558828944946,0.478733198306021,,,,,,,,,42,-0.68153381,0.30840701,,,1,0,0,-0.290064643871566,37.400002
TEXAS,1998,19760000,48,TX,49,1e+07,9700000,2419724,,,,,0.506072874493927,0.490890688259109,,,,,,,,,43,-0.22960682,1.0191227,,,1,0,0,-0.290064643871566,25.200001
UTAH,1998,2100000,49,UT,67,1100000,1e+06,20190,,,,,0.523809523809524,0.476190476190476,,,,,,,,,44,-1.4881918,0.30897465,,,2,0,0,-0.290064643871566,68.400002
VERMONT,1998,591000,50,VT,6,300343,290540,3381,,,,,0.508194585448393,0.49160744500846,,,,,,,,,45,-0.51603812,-0.95772874,,,1,0,0,-0.290064643871566,2.9000001
VIRGINIA,1998,6791000,51,VA,40,3500000,3300000,1392692,,,,,0.515388013547342,0.485937269916065,,,,,,,,,46,-0.37189013,0.25691071,,,1,0,0,-0.290064643871566,17.9
WASHINGTON,1998,5689000,53,WA,73,2900000,2800000,215228,,,,,0.509755668834593,0.492177887150642,,,,,,,,,47,0.27178839,0.59607762,,,2,4,4,2.22776254963687,12.9
WEST VIRGINIA,1998,1811000,54,WV,56,938440,872716,59966,,,,,0.518188845941469,0.481897294312535,,,,,,,,,48,-1.0084286,-0.003851831,,,1,0,0,-0.290064643871566,11.7
WISCONSIN,1998,5224000,55,WI,25,2700000,2600000,308347,,,,,0.516845329249617,0.49770290964778,,,,,,,,,49,3.488785,-3.0900443,,,1,0,0,-0.290064643871566,13
WYOMING,1998,481000,56,WY,68,239167,241740,4164,,,,,0.49722869022869,0.502577962577963,,,,,,,,,50,-1.5708802,0.27638859,,,2,0,0,-0.290064643871566,20.9
ALABAMA,1999,4369862,1,AL,41,2300000,2100000,1162673,,,,,0.526332410497174,0.480564374801767,,,,,,,,,1,-1.3564557,0.31872517,,,1,0,0,-0.290064643871566,41.099998
ALASKA,1999,619500,2,AK,81,294423,325077,26610,,,,,0.475259079903148,0.524740920096852,,,,,,,,,2,0.6705302,0.14830035,,,2,0,0,-0.290064643871566,15.5
ARIZONA,1999,4778332,4,AZ,61,2400000,2400000,177619,,,,,0.502267318386416,0.502267318386416,,,,,,,,,3,-0.072319895,-0.26734987,,,2,0,0,-0.290064643871566,17.4
ARKANSAS,1999,2551373,5,AR,42,1300000,1200000,424438,,,,,0.509529574860281,0.470334992178721,,,,,,,,,4,-0.35936213,-0.20451443,,,2,0,0,-0.290064643871566,43.799999
CALIFORNIA,1999,33145121,6,CA,71,1.7e+07,1.7e+07,2502469,,,,,0.512896000590856,0.512896000590856,,,,,,,,,5,7.1095605,2.3268652,,,2,0,0,-0.290064643871566,8.8000002
COLORADO,1999,4056133,8,CO,62,2e+06,2e+06,183070,,,,,0.493080478376819,0.493080478376819,,,,,,,,,6,0.31550026,-0.35556775,,,2,0,0,-0.290064643871566,12.8
CONNECTICUT,1999,3282031,9,CT,1,1700000,1600000,341801,,,,,0.51797195090479,0.487503012616273,,,,,,,,,7,0.15701687,-0.25880677,,,1,0,0,-0.290064643871566,2.7
DELAWARE,1999,753538,10,DE,11,387263,366275,153643,,,,,0.51392630497732,0.48607369502268,,,,,,,,,8,-0.18297714,0.1262363,,,1,0,0,-0.290064643871566,5.5999999
FLORIDA,1999,15111244,12,FL,43,7800000,7300000,2419083,,,,,0.516171931311545,0.483083986996703,,,,,,,,,9,1.0445468,1.9025842,,,2,0,0,-0.290064643871566,14.6
GEORGIA,1999,7788240,13,GA,44,4e+06,3800000,2343624,,,,,0.513594855833924,0.487915113042228,,,,,,,,,10,-1.0440547,0.24989611,,,1,0,0,-0.290064643871566,28.299999
HAWAII,1999,1185497,15,HI,82,593460,592037,31161,,,,,0.500600170223965,0.499399829776035,,,,,,,,,11,0.35922906,0.35497326,,,1,0,0,-0.290064643871566,11.6
IDAHO,1999,1251700,16,ID,63,627196,624504,6243,,,,,0.501075337540944,0.498924662459056,,,,,,,,,12,-0.60230011,-0.30416545,,,2,0,0,-0.290064643871566,33.099998
ILLINOIS,1999,12128370,17,IL,21,6200000,5900000,1923260,,,,,0.511198124727395,0.486462731595425,,,,,,,,,13,1.0503592,0.70196587,,,2,0,0,-0.290064643871566,10.6
INDIANA,1999,5942901,18,IN,22,3100000,2900000,525171,,,,,0.521630765849877,0.487977168053111,,,,,,,,,14,-0.70228297,0.10287944,,,1,0,0,-0.290064643871566,16.5
IOWA,1999,2869413,19,IA,31,1500000,1400000,65291,,,,,0.522755002503996,0.48790466900373,,,,,,,,,15,-0.15918054,-0.30165005,,,1,0,0,-0.290064643871566,12.3
KANSAS,1999,2654052,20,KS,32,1300000,1300000,164954,,,,,0.4898170796955,0.4898170796955,,,,,,,,,16,-0.91192681,-0.26804119,,,1,0,0,-0.290064643871566,16.5
KENTUCKY,1999,3960825,21,KY,51,2e+06,1900000,303644,,,,,0.504945308111315,0.47969804270575,,,,,,,,,17,-1.0903245,0.78388447,,,1,0,0,-0.290064643871566,34.099998
LOUISIANA,1999,4372035,22,LA,45,2300000,2100000,1461433,,,,,0.526070811418481,0.480325523469048,,,,,,,,,18,-0.48256233,0.42638287,,,1,0,0,-0.290064643871566,21.9
MAINE,1999,1253040,23,ME,2,641603,611437,7545,,,,,0.512037125710273,0.487962874289727,,,,,,,,,19,-0.97880214,-0.13383332,,,2,2,2,0.968848952882653,3.9000001
MARYLAND,1999,5171634,24,MD,52,2700000,2500000,1503532,,,,,0.522078708586106,0.483406211653802,,,,,,,,,20,0.14988883,0.14665113,,,1,0,0,-0.290064643871566,8.1999998
MASSACHUSETTS,1999,6175169,25,MA,3,3200000,3e+06,416891,,,,,0.518204441044448,0.48581666347917,,,,,,,,,21,1.534444,-0.91314143,,,2,0,0,-0.290064643871566,2.7
MICHIGAN,1999,9863775,26,MI,23,5100000,4800000,1455082,,,,,0.51704342404404,0.486629104982626,,,,,,,,,22,2.0763319,0.85962826,,,2,0,0,-0.290064643871566,11.2
MINNESOTA,1999,4775508,27,MN,33,2400000,2400000,182425,,,,,0.502564334516872,0.502564334516872,,,,,,,,,23,0.13054341,0.26919025,,,1,0,0,-0.290064643871566,37
MISSISSIPPI,1999,2768619,28,MS,46,1400000,1300000,1038253,,,,,0.505667265882377,0.469548175462207,,,,,,,,,24,-0.7245931,-0.27624539,,,2,0,0,-0.290064643871566,40.200001
MISSOURI,1999,5468338,29,MO,34,2800000,2600000,642019,,,,,0.512038575523313,0.475464391557362,,,,,,,,,25,0.27992198,-0.74373788,,,2,0,0,-0.290064643871566,25.5
MONTANA,1999,882779,30,MT,64,444021,438758,3110,,,,,0.502980927276249,0.497019072723751,,,,,,,,,26,-1.3111858,0.033779774,,,2,0,0,-0.290064643871566,14.8
NEBRASKA,1999,1666028,31,NE,35,851365,814663,72024,,,,,0.511014820879361,0.488985179120639,,,,,,,,,27,-0.26606083,-0.022789683,,,2,0,0,-0.290064643871566,15.5
NEVADA,1999,1809253,32,NV,65,888183,921070,143853,,,,,0.490911442457191,0.509088557542809,,,,,,,,,28,-0.61865073,0.87070858,,,2,0,0,-0.290064643871566,11.3
NEW HAMPSHIRE,1999,1201134,33,NH,4,610193,590941,10565,,,,,0.508014093348452,0.491985906651548,,,,,,,,,29,-1.8010821,0.32603186,,,1,0,0,-0.290064643871566,2.9000001
NEW JERSEY,1999,8143412,34,NJ,12,4200000,3900000,1231242,,,,,0.515754330003198,0.478914735002969,,,,,,,,,30,0.51793909,1.3646206,,,1,0,0,-0.290064643871566,2.5999999
NEW MEXICO,1999,1739844,35,NM,66,883796,856048,42091,,,,,0.507974278153674,0.492025721846327,,,,,,,,,31,-1.356724,0.35160062,,,1,0,0,-0.290064643871566,15.4
NEW YORK,1999,18196601,36,NY,13,9400000,8800000,3410768,,,,,0.51657999205456,0.483606801072354,,,,,,,,,32,4.4641657,0.43056002,,,1,0,0,-0.290064643871566,3.2
NORTH CAROLINA,1999,7650789,37,NC,47,3900000,3700000,1758625,,,,,0.509751347213993,0.483610252485071,,,,,,,,,33,-0.30700174,-0.20221037,,,1,0,0,-0.290064643871566,26.1
NORTH DAKOTA,1999,633666,38,ND,36,318499,315167,4007,,,,,0.502629145322615,0.497370854677385,,,,,,,,,34,-1.4763802,0.16078641,,,2,0,0,-0.290064643871566,11.2
OHIO,1999,11256654,39,OH,24,5800000,5400000,1347742,,,,,0.51525080188127,0.479716263820492,,,,,,,,,35,1.1999556,-0.45299712,,,2,0,0,-0.290064643871566,10.3
OKLAHOMA,1999,3358044,40,OK,53,1700000,1600000,277057,,,,,0.506247089079238,0.476467848545165,,,,,,,,,36,0.50547397,-0.060377434,,,2,0,0,-0.290064643871566,42.200001
OREGON,1999,3316154,41,OR,72,1700000,1600000,66369,,,,,0.512642054621106,0.482486639643394,,,,,,,,,37,-0.22781886,0.10919024,,,2,0,0,-0.290064643871566,14.5
PENNSYLVANIA,1999,11994016,42,PA,14,6200000,5800000,1279925,,,,,0.516924439653907,0.483574475805268,,,,,,,,,38,1.985136,1.7803088,,,1,0,0,-0.290064643871566,6.0999999
RHODE ISLAND,1999,990819,44,RI,5,514488,476331,62303,,,,,0.519255282750936,0.480744717249064,,,,,,,,,39,-0.70132142,-0.69021493,,,1,0,0,-0.290064643871566,1.8
SOUTH CAROLINA,1999,3885736,45,SC,48,2e+06,1900000,1192652,,,,,0.514703006071437,0.488967855767865,,,,,,,,,40,-0.53109759,-0.094550043,,,1,0,0,-0.290064643871566,29.9
SOUTH DAKOTA,1999,733133,46,SD,37,372648,360485,4749,,,,,0.508295220648914,0.491704779351086,,,,,,,,,41,-1.3526472,0.14930153,,,2,0,0,-0.290064643871566,15.2
TENNESSEE,1999,5483535,47,TN,54,2800000,2600000,939791,,,,,0.510619518248721,0.474146695516669,,,,,,,,,42,-0.4640165,0.040620036,,,1,0,0,-0.290064643871566,37.400002
TEXAS,1999,20044141,48,TX,49,1e+07,9900000,2461293,,,,,0.498898905171342,0.493909916119628,,,,,,,,,43,-0.088009834,1.1979667,,,1,0,0,-0.290064643871566,25.200001
UTAH,1999,2129836,49,UT,67,1100000,1100000,21374,,,,,0.516471690778069,0.516471690778069,,,,,,,,,44,-1.460804,0.30878809,,,2,0,0,-0.290064643871566,68.400002
VERMONT,1999,593740,50,VT,6,301620,292120,3535,,,,,0.508000134739111,0.491999865260889,,,,,,,,,45,-0.67304635,-0.69896132,,,1,0,0,-0.290064643871566,2.9000001
VIRGINIA,1999,6872912,51,VA,40,3500000,3400000,1422517,,,,,0.509245571600509,0.494695698126209,,,,,,,,,46,-0.60231107,0.63868314,,,1,0,0,-0.290064643871566,17.9
WASHINGTON,1999,5756361,53,WA,73,2900000,2900000,222319,,,,,0.503790502367728,0.503790502367728,,,,,,,,,47,0.55635029,0.4086794,,,2,2,2,0.968848952882653,12.9
WEST VIRGINIA,1999,1806928,54,WV,56,936572,870356,59775,,,,,0.518322810870162,0.481677189129838,,,,,,,,,48,-0.55770975,-0.04105188,,,1,0,0,-0.290064643871566,11.7
WISCONSIN,1999,5250446,55,WI,25,2700000,2600000,315230,,,,,0.514242028201033,0.49519602715655,,,,,,,,,49,3.5822773,-3.0395923,,,1,0,0,-0.290064643871566,13
WYOMING,1999,479602,56,WY,68,238659,240943,4250,,,,,0.497618858970563,0.502381141029437,,,,,,,,,50,-1.5760863,0.27613997,,,2,0,0,-0.290064643871566,20.9
ALABAMA,2000,4447100,1,AL,41,2300000,2100000,1170722,,,,,0.517190978390412,0.472217849834724,,,,,,,,,1,-1.3564557,0.31872517,,,1,0,0,-0.290064643871566,41.099998
ALASKA,2000,626932,2,AK,81,302820,324112,26849,,,,,0.483018892001046,0.516981107998954,,,,,,,,,2,0.6705302,0.14830035,,,2,2,2,0.968848952882653,15.5
ARIZONA,2000,5130632,4,AZ,61,2600000,2600000,184811,,,,,0.506760180812033,0.506760180812033,,,,,,,,,3,-0.072319895,-0.26734987,,,2,6,6,3.48667614639109,17.4
ARKANSAS,2000,2673400,5,AR,42,1400000,1300000,427263,,,,,0.523677713772724,0.486272162788958,,,,,,,,,4,-0.35936213,-0.20451443,,,2,2,2,0.968848952882653,43.799999
CALIFORNIA,2000,33871648,6,CA,71,1.7e+07,1.7e+07,2523199,,,,,0.501894681947569,0.501894681947569,,,,,,,,,5,7.1095605,2.3268652,,,2,12,12,7.26341693665375,8.8000002
COLORADO,2000,4301261,8,CO,62,2100000,2200000,189968,,,,,0.488228917054789,0.511477913105017,,,,,,,,,6,0.31550026,-0.35556775,,,2,6,6,3.48667614639109,12.8
CONNECTICUT,2000,3405565,9,CT,1,1800000,1600000,348661,,,,,0.528546658190344,0.469819251724751,,,,,,,,,7,0.15701687,-0.25880677,,,1,0,0,-0.290064643871566,2.7
DELAWARE,2000,783600,10,DE,11,403059,380541,157794,,,,,0.514368300153139,0.485631699846861,,,,,,,,,8,-0.18297714,0.1262363,,,1,0,0,-0.290064643871566,5.5999999
FLORIDA,2000,15982378,12,FL,43,8200000,7800000,2478722,,,,,0.513065077049235,0.488037512315126,,,,,,,,,9,1.0445468,1.9025842,,,2,1,1,0.339392154505543,14.6
GEORGIA,2000,8186453,13,GA,44,4200000,4e+06,2409998,,,,,0.51304270604131,0.488612100991724,,,,,,,,,10,-1.0440547,0.24989611,,,1,0,0,-0.290064643871566,28.299999
HAWAII,2000,1211537,15,HI,82,602866,608671,31040,,,,,0.497604282824214,0.502395717175786,,,,,,,,,11,0.35922906,0.35497326,,,1,0,0,-0.290064643871566,11.6
IDAHO,2000,1293953,16,ID,63,645293,648660,7756,,,,,0.49869894810708,0.50130105189292,,,,,,,,,12,-0.60230011,-0.30416545,,,2,0,0,-0.290064643871566,33.099998
ILLINOIS,2000,12419293,17,IL,21,6300000,6100000,1937506,,,,,0.507275253108208,0.491171276819059,,,,,,,,,13,1.0503592,0.70196587,,,2,0,0,-0.290064643871566,10.6
INDIANA,2000,6080485,18,IN,22,3100000,3e+06,535333,,,,,0.509827752227002,0.49338169570355,,,,,,,,,14,-0.70228297,0.10287944,,,1,0,0,-0.290064643871566,16.5
IOWA,2000,2926324,19,IA,31,1500000,1400000,70541,,,,,0.512588489859633,0.478415923868991,,,,,,,,,15,-0.15918054,-0.30165005,,,1,0,0,-0.290064643871566,12.3
KANSAS,2000,2688418,20,KS,32,1400000,1300000,168066,,,,,0.520752353242688,0.483555756582496,,,,,,,,,16,-0.91192681,-0.26804119,,,1,0,0,-0.290064643871566,16.5
KENTUCKY,2000,4041769,21,KY,51,2100000,2e+06,309155,,,,,0.519574473454569,0.494832831861494,,,,,,,,,17,-1.0903245,0.78388447,,,1,0,0,-0.290064643871566,34.099998
LOUISIANA,2000,4468976,22,LA,45,2300000,2200000,1469861,,,,,0.514659286601673,0.492282795879862,,,,,,,,,18,-0.48256233,0.42638287,,,1,0,0,-0.290064643871566,21.9
MAINE,2000,1274923,23,ME,2,654614,620309,8862,,,,,0.513453753677673,0.486546246322327,,,,,,,,,19,-0.97880214,-0.13383332,,,2,3,3,1.59830575125976,3.9000001
MARYLAND,2000,5296486,24,MD,52,2700000,2600000,1529543,,,,,0.509771950685794,0.490891508067802,,,,,,,,,20,0.14988883,0.14665113,,,1,0,0,-0.290064643871566,8.1999998
MASSACHUSETTS,2000,6349097,25,MA,3,3300000,3100000,427980,,,,,0.519758951548543,0.48825840903045,,,,,,,,,21,1.534444,-0.91314143,,,2,6,6,3.48667614639109,2.7
MICHIGAN,2000,9938444,26,MI,23,5100000,4900000,1468345,,,,,0.513158800311196,0.493034925789188,,,,,,,,,22,2.0763319,0.85962826,,,2,2,2,0.968848952882653,11.2
MINNESOTA,2000,4919479,27,MN,33,2500000,2400000,196135,,,,,0.508183895083199,0.487856539279871,,,,,,,,,23,0.13054341,0.26919025,,,1,0,0,-0.290064643871566,37
MISSISSIPPI,2000,2844658,28,MS,46,1500000,1400000,1043585,,,,,0.527304160992288,0.492150550259469,,,,,,,,,24,-0.7245931,-0.27624539,,,2,1,1,0.339392154505543,40.200001
MISSOURI,2000,5595211,29,MO,34,2900000,2700000,652310,,,,,0.518300382237596,0.482555528290175,,,,,,,,,25,0.27992198,-0.74373788,,,2,2,2,0.968848952882653,25.5
MONTANA,2000,902195,30,MT,64,452715,449480,4088,,,,,0.501792849661104,0.498207150338896,,,,,,,,,26,-1.3111858,0.033779774,,,2,1,1,0.339392154505543,14.8
NEBRASKA,2000,1711263,31,NE,35,867912,843351,74776,,,,,0.507176278573194,0.492823721426806,,,,,,,,,27,-0.26606083,-0.022789683,,,2,2,2,0.968848952882653,15.5
NEVADA,2000,1998257,32,NV,65,980206,1e+06,151217,,,,,0.490530497328422,0.500436130087371,,,,,,,,,28,-0.61865073,0.87070858,,,2,2,2,0.968848952882653,11.3
NEW HAMPSHIRE,2000,1235786,33,NH,4,628099,607687,11654,,,,,0.508258711459751,0.491741288540249,,,,,,,,,29,-1.8010821,0.32603186,,,1,0,0,-0.290064643871566,2.9000001
NEW JERSEY,2000,8414350,34,NJ,12,4300000,4100000,1244446,,,,,0.511031749332985,0.487262830759358,,,,,,,,,30,0.51793909,1.3646206,,,1,0,0,-0.290064643871566,2.5999999
NEW MEXICO,2000,1819046,35,NM,66,924729,894317,42954,,,,,0.508359326811966,0.491640673188034,,,,,,,,,31,-1.356724,0.35160062,,,1,0,0,-0.290064643871566,15.4
NEW YORK,2000,18976457,36,NY,13,9800000,9100000,3440737,,,,,0.516429384052039,0.479541570905465,,,,,,,,,32,4.4641657,0.43056002,,,1,0,0,-0.290064643871566,3.2
NORTH CAROLINA,2000,8049313,37,NC,47,4100000,3900000,1784395,,,,,0.50936023981177,0.484513398845343,,,,,,,,,33,-0.30700174,-0.20221037,,,1,0,0,-0.290064643871566,26.1
NORTH DAKOTA,2000,642200,38,ND,36,321676,320524,4960,,,,,0.500896916848334,0.499103083151666,,,,,,,,,34,-1.4763802,0.16078641,,,2,0,0,-0.290064643871566,11.2
OHIO,2000,11353140,39,OH,24,5800000,5500000,1363714,,,,,0.510871882140095,0.484447474443194,,,,,,,,,35,1.1999556,-0.45299712,,,2,0,0,-0.290064643871566,10.3
OKLAHOMA,2000,3450654,40,OK,53,1800000,1700000,280683,,,,,0.521640245588228,0.492660231944437,,,,,,,,,36,0.50547397,-0.060377434,,,2,0,0,-0.290064643871566,42.200001
OREGON,2000,3421399,41,OR,72,1700000,1700000,69780,,,,,0.496872770466116,0.496872770466116,,,,,,,,,37,-0.22781886,0.10919024,,,2,18,18,11.0401577269164,14.5
PENNSYLVANIA,2000,12281054,42,PA,14,6400000,5900000,1295848,,,,,0.52112790970547,0.48041479175973,,,,,,,,,38,1.985136,1.7803088,,,1,0,0,-0.290064643871566,6.0999999
RHODE ISLAND,2000,1048319,44,RI,5,544684,503635,65195,,,,,0.519578487082653,0.480421512917347,,,,,,,,,39,-0.70132142,-0.69021493,,,1,0,0,-0.290064643871566,1.8
SOUTH CAROLINA,2000,4012012,45,SC,48,2100000,1900000,1204791,,,,,0.523428145279725,0.473577845729275,,,,,,,,,40,-0.53109759,-0.094550043,,,1,0,0,-0.290064643871566,29.9
SOUTH DAKOTA,2000,754844,46,SD,37,380286,374558,6243,,,,,0.503794161442629,0.496205838557371,,,,,,,,,41,-1.3526472,0.14930153,,,2,3,3,1.59830575125976,15.2
TENNESSEE,2000,5689283,47,TN,54,2900000,2800000,953941,,,,,0.509730312237939,0.49215340491939,,,,,,,,,42,-0.4640165,0.040620036,,,1,0,0,-0.290064643871566,37.400002
TEXAS,2000,20851820,48,TX,49,1e+07,1e+07,2497213,,,,,0.479574444820644,0.479574444820644,,,,,,,,,43,-0.088009834,1.1979667,,,1,0,0,-0.290064643871566,25.200001
UTAH,2000,2233169,49,UT,67,1100000,1100000,23363,,,,,0.492573558024493,0.492573558024493,,,,,,,,,44,-1.460804,0.30878809,,,2,2,2,0.968848952882653,68.400002
VERMONT,2000,608827,50,VT,6,310490,298337,4141,,,,,0.509980667743053,0.490019332256947,,,,,,,,,45,-0.67304635,-0.69896132,,,1,0,0,-0.290064643871566,2.9000001
VIRGINIA,2000,7078515,51,VA,40,3600000,3500000,1445830,,,,,0.508581249033166,0.494453992115578,,,,,,,,,46,-0.60231107,0.63868314,,,1,0,0,-0.290064643871566,17.9
WASHINGTON,2000,5894121,53,WA,73,3e+06,2900000,231539,,,,,0.508981746387629,0.492015688174708,,,,,,,,,47,0.55635029,0.4086794,,,2,6,6,3.48667614639109,12.9
WEST VIRGINIA,2000,1808344,54,WV,56,929174,879170,61050,,,,,0.51382590922966,0.48617409077034,,,,,,,,,48,-0.55770975,-0.04105188,,,1,0,0,-0.290064643871566,11.7
WISCONSIN,2000,5363675,55,WI,25,2700000,2600000,323526,,,,,0.503386204421409,0.48474227092432,,,,,,,,,49,3.5822773,-3.0395923,,,1,0,0,-0.290064643871566,13
WYOMING,2000,493782,56,WY,68,245408,248374,4765,,,,,0.496996650343674,0.503003349656326,,,,,,,,,50,-1.5760863,0.27613997,,,2,0,0,-0.290064643871566,20.9
ALABAMA,2001,4468912,1,AL,41,,,1176901,,,,,,,,,,,,,,,1,-1.2625586,0.29476798,,,1,0,0,-0.290064643871566,41.099998
ALASKA,2001,633630,2,AK,81,,,27839,,,,,,,,,,,,,,,2,0.62530744,0.099076912,,,2,0,0,-0.290064643871566,15.5
ARIZONA,2001,5306966,4,AZ,61,,,195273,,,,,,,,,,,,,,,3,0.70272005,-0.78651792,,,2,0,0,-0.290064643871566,17.4
ARKANSAS,2001,2694698,5,AR,42,,,430202,,,,,,,,,,,,,,,4,-0.86360919,0.58497024,,,2,0,0,-0.290064643871566,43.799999
CALIFORNIA,2001,34600463,6,CA,71,,,2542678,,,,,,,,,,,,,,,5,8.5470572,1.3153201,,,2,0,0,-0.290064643871566,8.8000002
COLORADO,2001,4430989,8,CO,62,,,197565,,,,,,,,,,,,,,,6,0.4989748,-0.52696079,,,2,1,1,0.339392154505543,12.8
CONNECTICUT,2001,3434602,9,CT,1,,,352940,,,,,,,,,,,,,,,7,0.46011308,-0.43657443,,,1,0,0,-0.290064643871566,2.7
DELAWARE,2001,796599,10,DE,11,,,160949,,,,,,,,,,,,,,,8,-0.20833831,0.27230296,,,1,0,0,-0.290064643871566,5.5999999
FLORIDA,2001,16373330,12,FL,43,,,2544787,,,,,,,,,,,,,,,9,1.1536163,1.7164305,,,2,0,0,-0.290064643871566,14.6
GEORGIA,2001,8405677,13,GA,44,,,2473779,,,,,,,,,,,,,,,10,-0.65319258,-0.044221278,,,1,0,0,-0.290064643871566,28.299999
HAWAII,2001,1227024,15,HI,82,,,34466,,,,,,,,,,,,,,,11,0.3476572,0.2998316,,,1,0,0,-0.290064643871566,11.6
IDAHO,2001,1320585,16,ID,63,,,8920,,,,,,,,,,,,,,,12,-0.49395087,-0.41126502,,,2,0,0,-0.290064643871566,33.099998
ILLINOIS,2001,12520227,17,IL,21,,,1944129,,,,,,,,,,,,,,,13,1.4779366,0.43566102,,,2,0,0,-0.290064643871566,10.6
INDIANA,2001,6126743,18,IN,22,,,544262,,,,,,,,,,,,,,,14,-0.82845241,0.29659885,,,1,0,0,-0.290064643871566,16.5
IOWA,2001,2931967,19,IA,31,,,72602,,,,,,,,,,,,,,,15,-0.023106653,-0.51210988,,,1,0,0,-0.290064643871566,12.3
KANSAS,2001,2702125,20,KS,32,,,169673,,,,,,,,,,,,,,,16,-0.78501153,-0.39513898,,,1,0,0,-0.290064643871566,16.5
KENTUCKY,2001,4068816,21,KY,51,,,313663,,,,,,,,,,,,,,,17,-0.5528776,0.16048448,,,1,0,0,-0.290064643871566,34.099998
LOUISIANA,2001,4470368,22,LA,45,,,1469504,,,,,,,,,,,,,,,18,-0.5248453,0.45111421,,,1,0,0,-0.290064643871566,21.9
MAINE,2001,1284470,23,ME,2,,,9857,,,,,,,,,,,,,,,19,-0.32255936,-0.71501011,,,2,0,0,-0.290064643871566,3.9000001
MARYLAND,2001,5386079,24,MD,52,,,1557043,,,,,,,,,,,,,,,20,0.19289045,0.22251983,,,1,0,0,-0.290064643871566,8.1999998
MASSACHUSETTS,2001,6401164,25,MA,3,,,438051,,,,,,,,,,,,,,,21,1.6006058,-0.82655168,,,2,0,0,-0.290064643871566,2.7
MICHIGAN,2001,10006266,26,MI,23,,,1477112,,,,,,,,,,,,,,,22,2.6911755,0.89603961,,,2,0,0,-0.290064643871566,11.2
MINNESOTA,2001,4984535,27,MN,33,,,205677,,,,,,,,,,,,,,,23,0.11551353,0.19151318,,,1,0,0,-0.290064643871566,37
MISSISSIPPI,2001,2859733,28,MS,46,,,1046894,,,,,,,,,,,,,,,24,-0.36286682,-0.78271049,,,2,0,0,-0.290064643871566,40.200001
MISSOURI,2001,5637309,29,MO,34,,,659561,,,,,,,,,,,,,,,25,0.21288924,-0.31570637,,,2,0,0,-0.290064643871566,25.5
MONTANA,2001,905382,30,MT,64,,,4719,,,,,,,,,,,,,,,26,-1.2737848,0.016091786,,,2,0,0,-0.290064643871566,14.8
NEBRASKA,2001,1720039,31,NE,35,,,76528,,,,,,,,,,,,,,,27,-0.041589096,-0.30990705,,,2,0,0,-0.290064643871566,15.5
