state_name,white_pop,hispanic_pop,black_pop,female_pop,year,state,population_total,pct_black,pct_white,pct_hispanic,pct_female,pct_male
MISSISSIPPI,1758586,85758,1128475,1543838,2015,MS,2988471,0.3776094865903,0.588456772710861,0.028696279803284,0.516597952598503,0.483402047401497
MISSOURI,5011327,240413,709969,3100027,2015,MO,6071732,0.116930226828193,0.825353787024856,0.0395954564529528,0.510567166007986,0.489432833992014
MONTANA,918701,37302,4725,513923,2015,MT,1030475,0.00458526407724593,0.891531575244426,0.0361988403406196,0.498724374681579,0.501275625318421
NEBRASKA,1671988,196968,90535,953601,2015,NE,1891277,0.047869772645678,0.884052415378604,0.104145505920074,0.504210118348608,0.495789881651392
NEVADA,1952341,813394,246720,1443389,2015,NV,2866939,0.0860569408696872,0.680984492519722,0.283715140084948,0.503459962001284,0.496540037998716
NEW HAMPSHIRE,1245262,44355,21292,672892,2015,NH,1336350,0.015932951696786,0.931838216036218,0.0331911550117858,0.503529763909156,0.496470236090845
NEW JERSEY,6060267,1762179,1198613,4583121,2015,NJ,8867949,0.135162369562567,0.68338992477291,0.198713253763638,0.516818601460157,0.483181398539843
NEW MEXICO,1530670,1001264,47873,1049966,2015,NM,2089291,0.0229135146803389,0.732626522585892,0.479236257658699,0.502546557659991,0.497453442340009
NEW YORK,12621132,3725193,3081333,10179199,2015,NY,19654666,0.156773612942596,0.642144313212954,0.189532246439599,0.517902415640134,0.482097584359867
NORTH CAROLINA,6934715,911674,2172492,5146796,2015,NC,10031646,0.216563862002308,0.691283863086875,0.0908798017792892,0.513055983036084,0.486944016963916
NORTH DAKOTA,667900,26059,15681,368776,2015,ND,754066,0.0207952619531977,0.885731487694711,0.0345579829882265,0.489050030103466,0.510949969896534
OHIO,9519055,411202,1426291,5929472,2015,OH,11617527,0.122770620632085,0.819370163719009,0.0353949683095206,0.510390206108409,0.489609793891592
OKLAHOMA,2838386,396464,286314,1971783,2015,OK,3909500,0.0732354521038496,0.726022765059471,0.101410410538432,0.504356823123162,0.495643176876838
OREGON,3433909,511898,76980,2036815,2015,OR,4015792,0.0191693195265093,0.85510131002801,0.127471243530541,0.507201319191831,0.492798680808169
PENNSYLVANIA,10386678,870209,1408512,6540257,2015,PA,12784826,0.110170603807983,0.812422320022189,0.0680657679658683,0.511564021285859,0.488435978714141
RHODE ISLAND,848845,152085,65504,544525,2015,RI,1056065,0.0620264851121853,0.80378101726693,0.144011022048832,0.51561693645751,0.48438306354249
SOUTH CAROLINA,3292094,262555,1344114,2511050,2015,SC,4891938,0.27476104562241,0.672963148756178,0.0536709582173773,0.513303725435605,0.486696274564396
SOUTH DAKOTA,725937,30079,13172,426929,2015,SD,853988,0.015424104319967,0.850055270097472,0.035221806395406,0.499923886518312,0.500076113481688
TENNESSEE,5129336,333460,1110412,3385610,2015,TN,6591170,0.168469634374474,0.778213276246858,0.0505919282919421,0.51365842483201,0.48634157516799
TEXAS,20587917,10672216,3298173,13843701,2015,TX,27470056,0.120064298376385,0.749467602104634,0.388503612806614,0.503956053092866,0.496043946907134
UTAH,2611340,409310,34524,1489536,2015,UT,2981835,0.0115781054283688,0.875749328852871,0.137267823336972,0.499536694686326,0.500463305313674
VERMONT,593056,10422,7996,317490,2015,VT,625216,0.0127891800593715,0.948561777049852,0.0166694390418671,0.507808501381923,0.492191498618078
VIRGINIA,5718051,753353,1612831,4256667,2015,VA,8361808,0.192880654518736,0.683829501945034,0.0900945106608523,0.509060600291229,0.490939399708771
WASHINGTON,5513655,886419,262552,3585130,2015,WA,7163657,0.0366505543188346,0.769670435086437,0.123738336439056,0.500460867961713,0.499539132038287
WEST VIRGINIA,1722847,26663,71194,935569,2015,WV,1842050,0.0386493309084987,0.935287858635759,0.0144746342390272,0.507895551152249,0.492104448847751
WISCONSIN,4965524,381149,362290,2903040,2015,WI,5760940,0.0628873065853836,0.861929476786774,0.0661609042968682,0.503917763420553,0.496082236579447
WYOMING,536320,57845,4727,291005,2015,WY,585613,0.00807188365012389,0.915826663684037,0.098776837262834,0.49692373632416,0.503076263675841
ALABAMA,3316384,199686,1301102,2507248,2016,AL,4863525,0.267522424578881,0.681888959139719,0.0410578746896541,0.515520738558967,0.484479261441033
ALASKA,477895,51304,23753,351321,2016,AK,741456,0.0320356164087957,0.644535886148335,0.0691935866727088,0.473825823784554,0.526174176215446
ARIZONA,5254944,2144775,299674,3486843,2016,AZ,6941072,0.0431740226869855,0.757079598079375,0.308997659151209,0.502349348919014,0.497650651080986
ARKANSAS,2290066,214544,464516,1519466,2016,AR,2989918,0.15536078246962,0.76592936662477,0.0717558140390472,0.508196545858448,0.491803454141552
CALIFORNIA,23420234,15280776,2265280,19758786,2016,CA,39167117,0.0578362711761501,0.597956546048564,0.390142986526172,0.504473842177355,0.495526157822645
COLORADO,4654921,1181218,234142,2749844,2016,CO,5539215,0.042269888422818,0.840357523584118,0.213246461818146,0.496432075664151,0.503567924335849
