state_name,year,hs_educ,hs_pct,college_educ,college_pct
MICHIGAN,2017,2274943,22.8107590066653,1303579,13.0709325091441
MINNESOTA,2017,1077318,19.3545361941565,960610,17.2578208230706
MISSISSIPPI,2017,690982,23.1212878658596,287553,9.62195207645281
MISSOURI,2017,1467405,24.0295447436983,804322,13.1712046008709
MONTANA,2017,240365,22.8379202684702,166406,15.8108167170555
NEBRASKA,2017,385732,20.1327072199805,284120,14.8292202237327
NEVADA,2017,694148,23.3727341446949,354485,11.9359036736865
NEW HAMPSHIRE,2017,309713,22.9623357876373,233006,17.2752258140092
NEW JERSEY,2017,1923882,21.6518663781825,1636942,18.4225692910661
NEW MEXICO,2017,438159,20.946665621307,224290,10.7224264073155
NEW YORK,2017,4126195,21.0632217998433,3112339,15.8877335349644
NORTH CAROLINA,2017,2104201,20.4923378735173,1504189,14.6489566413228
NORTH DAKOTA,2017,158422,20.9846584240909,120154,15.9156597460467
OHIO,2017,3026657,25.958386400964,1489556,12.7753062913552
OKLAHOMA,2017,935144,23.7870473907465,465207,11.8333657228267
OREGON,2017,790634,19.080732450451,640640,15.4608585477692
PENNSYLVANIA,2017,3533950,27.6356679077869,1850776,14.4731620163563
RHODE ISLAND,2017,257892,24.4291556192116,162053,15.3506815083838
SOUTH CAROLINA,2017,1175967,23.4197218710493,650040,12.9457340257481
SOUTH DAKOTA,2017,200158,22.9310731977802,119507,13.6913026941072
TENNESSEE,2017,1707816,25.45635962562,849892,12.6683181296682
TEXAS,2017,5479278,19.3646408712862,3750603,13.2552281789259
UTAH,2017,518613,16.7238302480263,440100,14.1920038490288
VERMONT,2017,149905,24.0100008969414,106780,17.1027510474995
VIRGINIA,2017,1650344,19.4993446632025,1380247,16.3080618182338
WASHINGTON,2017,1334874,17.9820679632759,1203800,16.2163720427483
WEST VIRGINIA,2017,591072,32.5300329553485,167371,9.21137212686378
WISCONSIN,2017,1396984,24.1267551681414,843840,14.5736250959814
WYOMING,2017,135210,23.3551148582474,70814,12.2318549188073
ALABAMA,2018,1188262,24.3113656558192,572758,11.7183997891843
ALASKA,2018,168648,22.9409676265305,93495,12.7180029899108
ARIZONA,2018,1390019,19.419032403356,956992,13.3694997390341
ARKANSAS,2018,794237,26.3889521097054,318678,10.5882481934444
CALIFORNIA,2018,6705620,16.9927778882087,6137386,15.5528104951073
COLORADO,2018,982647,17.2658135145882,1089765,19.1479537053745
CONNECTICUT,2018,771807,21.6100427829048,599826,16.7946980557298
DELAWARE,2018,255127,26.4249144725054,131631,13.6337507081977
FLORIDA,2018,4956955,23.3330871498481,3089119,14.5409193432766
GEORGIA,2018,2280236,21.6935361189961,1467034,13.9569566776401
HAWAII,2018,313238,22.0498059613133,229444,16.151283302114
IDAHO,2018,377716,21.5771626518963,225192,12.864174172939
ILLINOIS,2018,2624737,20.6297441867612,2008407,15.7855520887999
INDIANA,2018,1692780,25.2823651478001,839399,12.5367691151232
IOWA,2018,736938,23.4051256773607,452666,14.3766566792161
KANSAS,2018,574712,19.7403343249665,435143,14.9463875805079
KENTUCKY,2018,1149525,25.7674417353541,479467,10.7476026937431
LOUISIANA,2018,1226585,26.3233176455945,528930,11.3511843062521
MAINE,2018,347225,25.9305615817699,209838,15.6705801172019
MARYLAND,2018,1177365,19.5063555762764,989322,16.390895526394
MASSACHUSETTS,2018,1316299,19.1249281706788,1310554,19.0414572325861
MICHIGAN,2018,2272315,22.7594011741903,1346458,13.4860605973194
MINNESOTA,2018,1063902,18.977073619099,991736,17.6898314719878
MISSISSIPPI,2018,676607,22.6971640579399,305428,10.2457548087567
MISSOURI,2018,1447406,23.6441544995502,814553,13.3061608008203
MONTANA,2018,237813,22.4211225976156,163324,15.3982642964555
NEBRASKA,2018,382756,19.8770885546117,294516,15.2946540687801
NEVADA,2018,684482,22.6100066031544,353577,11.6794573191457
NEW HAMPSHIRE,2018,313831,23.1872268584707,235324,17.3867813353134
NEW JERSEY,2018,1849594,20.8146387164114,1672612,18.8229495190482
NEW MEXICO,2018,432942,20.6877965309611,234053,11.1840404522108
NEW YORK,2018,4037055,20.6706730462755,3151763,16.1377693621584
NORTH CAROLINA,2018,2113256,20.3557538976354,1565519,15.0797250716772
